"","iso2","country","iso_name","iso3","numcode","base_disciplin","project_id","project_year","host_institute","zipcode_host","host_city","project_start","project_end","main_disciplin","main_disc_nummer","project_length","base_disc_name"
"4683","US","United States","UNITED STATES","USA",840,3,127881,2009,"MassGeneral Institute for Neurodegenerative Disease Massachusetts General Hospital","02129-4404","charlestown",2009-09-01,2010-08-31,"Medical sciences",303,364,"Biology_Med"
"4684","US","United States","UNITED STATES","USA",840,3,128402,2009,"Human Cortical Physiology Unit Medical Neurology Branch, NINDS National Institute of Health (NIH)","20892","bethesda",2009-11-01,2011-04-30,"Medical sciences",303,545,"Biology_Med"
"4685","US","United States","UNITED STATES","USA",840,3,128480,2009,"Department of Cell Biology Harvard Medical School","2115","boston",2009-09-01,2010-04-30,"Medical sciences",303,241,"Biology_Med"
"4686","US","United States","UNITED STATES","USA",840,3,129111,2009,"Department of Anesthesia Children's Hospital Boston","2115","boston",2010-03-01,2012-02-29,"Medical sciences",303,730,"Biology_Med"
"4687","US","United States","UNITED STATES","USA",840,3,129111,2009,"Massachusetts Institute of Technology Dep. of Chemical Engineering","02139-4307","cambridge",2010-03-01,2012-02-29,"Medical sciences",303,730,"Biology_Med"
"4688","US","United States","UNITED STATES","USA",840,3,129387,2009,"Department of Cardiac Surgery Children's Hospital Boston Harvard Medical School","2115","boston",2010-01-01,2010-09-30,"Medical sciences",303,272,"Biology_Med"
"4689","US","United States","UNITED STATES","USA",840,3,130908,2009,"School of Engineering & Applied Sciences Department of Physics Harvard University","2138","cambridge",2011-01-01,2012-06-30,"Medical sciences",303,546,"Biology_Med"
"4690","US","United States","UNITED STATES","USA",840,3,130949,2009,"Structural Biology Laboratory The Salk Institute for Biological Studies","92186-5800","san diego",2010-05-01,2011-04-30,"Medical sciences",303,364,"Biology_Med"
"4691","US","United States","UNITED STATES","USA",840,3,130990,2009,"Harvard Medical School Joslin Diabetes Center Research Division","2215","boston",2010-02-01,2011-07-31,"Medical sciences",303,545,"Biology_Med"
"4692","US","United States","UNITED STATES","USA",840,3,131470,2010,"Division of Biology California Institute of Technology","91125","pasadena",2010-09-01,2012-08-31,"Medical sciences",303,730,"Biology_Med"
"4693","US","United States","UNITED STATES","USA",840,3,131480,2010,"Dana-Farber Cancer Institute Harvard Medical School","2215","boston",2010-08-01,2011-07-31,"Medical sciences",303,364,"Biology_Med"
"4694","US","United States","UNITED STATES","USA",840,3,131493,2010,"Olfactory epithelium neuroregeneration Department of Pharmacology and Toxicology Michigan Sate University","MI 48824","east lansing",2010-10-01,2011-09-30,"Medical sciences",303,364,"Biology_Med"
"4695","US","United States","UNITED STATES","USA",840,3,131503,2010,"Deptartment of Neurobiology Stanford University School of Medicine","94305","stanford",2010-07-01,2011-06-30,"Medical sciences",303,364,"Biology_Med"
"4696","US","United States","UNITED STATES","USA",840,3,131508,2010,"Department of Biochemistry and Biophysics University of California, San Francisco","94158-2324","san francisco",2010-09-01,2012-02-29,"Medical sciences",303,546,"Biology_Med"
"4697","US","United States","UNITED STATES","USA",840,3,132563,2010,"Yale University School of Medicine Department of Internal Medicine Section of Endocrinology","6536","new haven, ct",2010-10-01,2011-09-30,"Medical sciences",303,364,"Biology_Med"
"4698","US","United States","UNITED STATES","USA",840,3,132566,2010,"Division of Cardiovascular Diseases Department of Medicine University of California San Diego","92093","san diego",2010-07-01,2011-06-30,"Medical sciences",303,364,"Biology_Med"
"4699","US","United States","UNITED STATES","USA",840,3,133026,2010,"Pennington Biomedical Research Center Louisiana State University","70808","baton rouge",2010-07-01,2011-06-30,"Medical sciences",303,364,"Biology_Med"
"4700","US","United States","UNITED STATES","USA",840,3,133212,2010,"Department of Organismic and Evolutionary Biology Harvard University","2138","cambridge",2010-08-01,2011-07-31,"Medical sciences",303,364,"Biology_Med"
"4701","US","United States","UNITED STATES","USA",840,3,133212,2010,"M.I.T. Media Laboratory M.I.T Building #E15","2139","cambridge",2010-08-01,2011-07-31,"Medical sciences",303,364,"Biology_Med"
"4702","US","United States","UNITED STATES","USA",840,3,133357,2010,"Conte Center for Neuroscience of Mental Disorders New York State Psychiatric Inst.","10032","new york",2010-09-01,2012-08-31,"Medical sciences",303,730,"Biology_Med"
"4703","US","United States","UNITED STATES","USA",840,3,133360,2010,"Emotional Brain Institute Nathan Kline Institute New York University","10962","orangeburg",2010-07-01,2011-12-31,"Medical sciences",303,548,"Biology_Med"
"4704","US","United States","UNITED STATES","USA",840,3,133384,2010,"School of Pharmacy Department of Biopharmaceutical Sciences University of California","94143-2911","san francisco",2011-03-01,2012-02-29,"Medical sciences",303,365,"Biology_Med"
"4705","US","United States","UNITED STATES","USA",840,3,133493,2010,"Department of Neurology Children's Hospital Boston","2115","boston",2011-02-01,2012-01-31,"Medical sciences",303,364,"Biology_Med"
"4706","US","United States","UNITED STATES","USA",840,3,133496,2010,"Dept. of Neurology and Neurological Sciences Stanford University Medical Center Lucille Salter Packard Children's Hospital","94304-1290","palo alto",2010-08-01,2011-07-31,"Medical sciences",303,364,"Biology_Med"
"4707","US","United States","UNITED STATES","USA",840,3,134165,2010,"Harvard Medical School Brigham and Women's Hospital","2115","boston",2011-03-01,2012-02-29,"Medical sciences",303,365,"Biology_Med"
"4708","US","United States","UNITED STATES","USA",840,3,134196,2010,"Deptartment of Neurobiology Stanford University School of Medicine","94305","stanford",2011-02-01,2012-01-31,"Medical sciences",303,364,"Biology_Med"
"4709","US","United States","UNITED STATES","USA",840,3,134201,2010,"Children's Hospital Boston Divison of Immunology, Childrens Hospital Harvard Medical School","02115-5737","boston, ma",2011-01-01,2012-12-31,"Medical sciences",303,730,"Biology_Med"
"4710","US","United States","UNITED STATES","USA",840,3,134303,2010,"Department of Mol. Genetics and Microbiology Duke Center for Microbial Pathogenesis Duke University Medical Center","27710","durham",2011-04-01,2012-03-31,"Medical sciences",303,365,"Biology_Med"
"4711","US","United States","UNITED STATES","USA",840,3,134335,2010,"Department of Anesthesiology School of Medicine University of Washington","98195","seattle",2011-01-01,2011-12-31,"Medical sciences",303,364,"Biology_Med"
"4712","US","United States","UNITED STATES","USA",840,3,134361,2010,"Doug Melton laboratory HHMI/SCRB Harvard University","2140","cambridge",2011-01-01,2011-11-30,"Medical sciences",303,333,"Biology_Med"
"4713","US","United States","UNITED STATES","USA",840,3,134423,2010,"Dept. of Applied Physics Stanford University","94305","stanford",2011-04-01,2012-03-31,"Medical sciences",303,365,"Biology_Med"
"4714","US","United States","UNITED STATES","USA",840,3,135874,2010,"Department of Cell Biology and Physiology Health Sciences Center University of New Mexico","87131","albuquerque",2011-02-01,2012-01-31,"Medical sciences",303,364,"Biology_Med"
"4715","US","United States","UNITED STATES","USA",840,3,135891,2010,"Div. of Metabolism,Endocrinology & Nutrition VA Puget Sound Health Care System University of Washington","98108","seattle",2011-06-01,2012-05-31,"Medical sciences",303,365,"Biology_Med"
"4716","US","United States","UNITED STATES","USA",840,3,135919,2010,"Dept. of Physiology University of California Center for the Health Sciences","90095-1751","los angeles",2011-02-01,2012-01-31,"Medical sciences",303,364,"Biology_Med"
"4717","US","United States","UNITED STATES","USA",840,3,135953,2010,"Gladstone Institute of Neurological Disease University of California, San Francisco","94158","san francisco",2011-03-01,2012-02-29,"Medical sciences",303,365,"Biology_Med"
"4718","US","United States","UNITED STATES","USA",840,3,136013,2010,"University of California Dept. of Pharmaceutical Chemistry","94143-0446","san francisco",2011-03-01,2012-02-29,"Medical sciences",303,365,"Biology_Med"
"4719","US","United States","UNITED STATES","USA",840,3,136469,2011,"Department of Molecular and Cellular Biology Harvard University","2138","cambridge",2011-07-01,2013-02-28,"Medical sciences",303,608,"Biology_Med"
"4720","US","United States","UNITED STATES","USA",840,3,136475,2011,"Department of Neurobiology Harvard Medical School","2115","boston",2011-09-01,2013-08-31,"Medical sciences",303,730,"Biology_Med"
"4721","US","United States","UNITED STATES","USA",840,3,136480,2011,"Department of Psychiatry and Behavioral Sciences Stanford University School of Medicine","94305","stanford",2012-04-01,2014-03-31,"Medical sciences",303,729,"Biology_Med"
"4722","US","United States","UNITED STATES","USA",840,3,136483,2011,"Prof. Kent L. Hill Microbiology, Immunology and Molecular Genet University of California Los Angeles","","los angeles, california 90095-1489",2011-08-01,2012-07-31,"Medical sciences",303,365,"Biology_Med"
"4723","US","United States","UNITED STATES","USA",840,3,136880,2011,"Sanford-Burnham Medical Research Institute at Lake Nona","32827","orlando",2011-07-01,2012-06-30,"Medical sciences",303,365,"Biology_Med"
"4724","US","United States","UNITED STATES","USA",840,3,136942,2011,"Pennington Biomedical Research Center Louisiana State University","70808","baton rouge",2011-07-01,2011-12-31,"Medical sciences",303,183,"Biology_Med"
"4725","US","United States","UNITED STATES","USA",840,3,136978,2011,"Islet Transplantation and Cell Biology, Joslin Diabetes Center, Harvard Medical School","2115","boston",2011-07-01,2012-06-30,"Medical sciences",303,365,"Biology_Med"
"4726","US","United States","UNITED STATES","USA",840,3,136996,2011,"MassGeneral Institute for Neurodegenerative Disease Massachusetts General Hospital","02129-4404","charlestown",2011-08-01,2012-07-31,"Medical sciences",303,365,"Biology_Med"
"4727","US","United States","UNITED STATES","USA",840,3,137377,2011,"Department of Radiology Memorial Sloan-Kettering Cancer Center","10065","new york",2011-11-01,2012-10-31,"Medical sciences",303,365,"Biology_Med"
"4728","US","United States","UNITED STATES","USA",840,3,138693,2011,"Yale University","06520-8034","new haven",2011-11-01,2012-10-31,"Medical sciences",303,365,"Biology_Med"
"4729","US","United States","UNITED STATES","USA",840,3,138719,2011,"Neurobiology Section Division of Biological Sciences University of California at San Diego","92037-0357","la jolla",2011-09-01,2012-08-31,"Medical sciences",303,365,"Biology_Med"
"4730","US","United States","UNITED STATES","USA",840,3,138753,2011,"Harvard Medical School Joslin Diabetes Center Research Division","2215","boston",2011-07-01,2012-06-30,"Medical sciences",303,365,"Biology_Med"
"4731","US","United States","UNITED STATES","USA",840,3,138801,2011,"Div. of Engineering Brown University","2912","providence",2012-02-01,2013-01-31,"Medical sciences",303,365,"Biology_Med"
"4732","US","United States","UNITED STATES","USA",840,3,138801,2011,"Sleep and Development Laboratory Department of Integrative Physiology University of Colorado at Boulder","80309-0554","boulder",2012-02-01,2013-01-31,"Medical sciences",303,365,"Biology_Med"
"4733","US","United States","UNITED STATES","USA",840,3,139738,2011,"Department of Organismic & Evolutionary Biology Harvard University Herbaria","2138","cambridge",2012-02-01,2013-07-31,"Medical sciences",303,546,"Biology_Med"
"4734","US","United States","UNITED STATES","USA",840,3,139816,2011,"Center for Brain Science Harvard University","2138","cambridge",2012-06-01,2013-05-31,"Medical sciences",303,364,"Biology_Med"
"4735","US","United States","UNITED STATES","USA",840,3,139829,2011,"The Saul R. Korey Department of Neurology Albert Einstein College of Medicine Yeshiva University","10461","new york",2012-02-01,2013-01-31,"Medical sciences",303,365,"Biology_Med"
"4736","US","United States","UNITED STATES","USA",840,3,139875,2011,"NIH, Div. Digestive Diseases + Nutrition, NIDDK","20892-2560","bethesda",2011-11-01,2012-10-31,"Medical sciences",303,365,"Biology_Med"
"4737","US","United States","UNITED STATES","USA",840,3,140037,2011,"Department of Psychology Princeton University","8544","princeton",2012-04-01,2013-09-30,"Medical sciences",303,547,"Biology_Med"
"4738","US","United States","UNITED STATES","USA",840,3,140063,2011,"Dept. of Molecular and Cellular Physiology School of Medicine Stanford University","94305","stanford",2012-01-01,2013-12-31,"Medical sciences",303,730,"Biology_Med"
"4739","US","United States","UNITED STATES","USA",840,3,140095,2011,"Department of Anesthesiology School of Medicine University of Washington","98195","seattle",2012-01-01,2012-06-30,"Medical sciences",303,181,"Biology_Med"
"4740","US","United States","UNITED STATES","USA",840,3,140163,2011,"Women's Hospital and Harvard Medical School","MA","boston",2013-04-01,2014-05-31,"Medical sciences",303,425,"Biology_Med"
"4741","US","United States","UNITED STATES","USA",840,3,140173,2011,"Center for Neural Science New York University","10003","new york",2012-04-01,2013-03-31,"Medical sciences",303,364,"Biology_Med"
"4742","US","United States","UNITED STATES","USA",840,3,140656,2011,"M.I.T. Media Laboratory M.I.T Building #E15","2139","cambridge",2012-05-01,2013-10-31,"Medical sciences",303,548,"Biology_Med"
"4743","US","United States","UNITED STATES","USA",840,3,141382,2011,"University of California","92093-0663","la jolla",2012-02-01,2013-07-31,"Medical sciences",303,546,"Biology_Med"
"4744","US","United States","UNITED STATES","USA",840,3,141405,2011,"Department of Molecular and Cellular Biology Harvard University","2138","cambridge",2012-02-01,2013-04-30,"Medical sciences",303,454,"Biology_Med"
"4745","US","United States","UNITED STATES","USA",840,3,141405,2011,"Dept. of Biological Chemistry and Molecular Pharmacology Harvard Medical School","MA 02115","boston",2012-02-01,2013-04-30,"Medical sciences",303,454,"Biology_Med"
"4746","US","United States","UNITED STATES","USA",840,3,141482,2011,"Department of Microbiology and Molecular Genetics Harvard Medical School","2115","boston",2012-09-01,2014-02-28,"Medical sciences",303,545,"Biology_Med"
"4747","US","United States","UNITED STATES","USA",840,3,141483,2011,"Department of Microbial Pathogenesis University of Baltimore","21201","baltimore",2012-07-01,2013-06-30,"Medical sciences",303,364,"Biology_Med"
"4748","US","United States","UNITED STATES","USA",840,3,141490,2011,"Gladstone Institute of Neurological Disease University of California, San Francisco","94158","san francisco",2012-03-01,2013-02-28,"Medical sciences",303,364,"Biology_Med"
"4749","US","United States","UNITED STATES","USA",840,3,141501,2011,"Department of Cell Biology and Physiology Health Sciences Center University of New Mexico","87131","albuquerque",2012-02-01,2013-01-31,"Medical sciences",303,365,"Biology_Med"
"4750","US","United States","UNITED STATES","USA",840,3,141517,2011,"Dept. of Physiology University of California Center for the Health Sciences","90095-1751","los angeles",2012-02-01,2013-01-31,"Medical sciences",303,365,"Biology_Med"
"4751","US","United States","UNITED STATES","USA",840,3,142116,2012,"Alberini Lab Center for Neural Science New York University","10003","new york",2012-08-01,2014-01-31,"Medical sciences",303,548,"Biology_Med"
"4752","US","United States","UNITED STATES","USA",840,3,142278,2012,"Gladstone Institute of Neurological Disease University of California, San Francisco","94158","san francisco",2013-04-01,2014-03-31,"Medical sciences",303,364,"Biology_Med"
"4753","US","United States","UNITED STATES","USA",840,3,142724,2012,"Channing Laboratory Department of Medicine Brigham and Women's Hospital","2115","boston",2012-09-01,2014-08-31,"Medical sciences",303,729,"Biology_Med"
"4754","US","United States","UNITED STATES","USA",840,3,142743,2012,"Laboratory of Functional MRI Technology Ahmanson-Lovelace Brain Mapping Center UCLA","CA 90095","los angeles",2013-02-01,2015-01-31,"Medical sciences",303,729,"Biology_Med"
"4755","US","United States","UNITED STATES","USA",840,3,142746,2012,"WJ Steinbach laboratory Division of Infectious Diseases Duke University Medical Center","27710","durham, nc",2012-07-01,2013-06-30,"Medical sciences",303,364,"Biology_Med"
"4756","US","United States","UNITED STATES","USA",840,3,142752,2012,"Alzheimer's Disease Research Center Massgen. Inst. for Neurodegenerative Disease Mass. General Hospital / Harvard Med. School","2129","charlestown ma",2012-08-01,2013-07-31,"Medical sciences",303,364,"Biology_Med"
"4757","US","United States","UNITED STATES","USA",840,3,142764,2012,"Department of Neurology and Neuroscience Weill Medical College of Cornell University","10021","new york",2012-06-01,2013-05-31,"Medical sciences",303,364,"Biology_Med"
"4758","US","United States","UNITED STATES","USA",840,3,143586,2012,"Picower Institute for Learning and Memory Massachusetts Institute of Technology MIT","02139-4307","cambridge",2012-08-01,2014-01-31,"Medical sciences",303,548,"Biology_Med"
"4759","US","United States","UNITED STATES","USA",840,3,143644,2012,"Division of Endocrinology/Metabolism Diabetes Endocrinology Research Center University of Washington","98108","seattle",2012-06-01,2013-05-31,"Medical sciences",303,364,"Biology_Med"
"4760","US","United States","UNITED STATES","USA",840,3,143683,2012,"National Institute of Diabetes, Digestive and Kidney Diseases (NIDDK) National Institutes of Health (NIH)","20892","bethesda",2012-08-01,2014-01-31,"Medical sciences",303,548,"Biology_Med"
"4761","US","United States","UNITED STATES","USA",840,3,143873,2012,"University of Illinois College of Medicine Dept. of Pharmacology & Anesthesiology","60612","chicago",2012-10-01,2013-09-30,"Medical sciences",303,364,"Biology_Med"
"4762","US","United States","UNITED STATES","USA",840,3,144022,2012,"Dept. of Neurosciences University of California San Diego","92093-0634","la jolla",2013-01-01,2014-06-30,"Medical sciences",303,545,"Biology_Med"
"4763","US","United States","UNITED STATES","USA",840,3,145563,2012,"North Shore LIJ Medical Group Cushing Neuroscience Institute","11021","great neck, ny",2013-02-01,2013-07-31,"Medical sciences",303,180,"Biology_Med"
"4764","US","United States","UNITED STATES","USA",840,3,145568,2012,"Dept. of Neurology and Neurological Sciences Stanford University Medical Center Lucille Salter Packard Children's Hospital","94304-1290","palo alto",2013-03-01,2014-02-28,"Medical sciences",303,364,"Biology_Med"
"4765","US","United States","UNITED STATES","USA",840,3,145705,2012,"Johns Hopkins Hospital","21287 - 7362","baltimore",2013-02-01,2014-01-31,"Medical sciences",303,364,"Biology_Med"
"4766","US","United States","UNITED STATES","USA",840,3,145758,2012,"Department of Rehabilitation Medicine Center for Rehabilitaion Medicine Emory University School of Medicine","30322","atlanta",2013-12-01,2014-11-30,"Medical sciences",303,364,"Biology_Med"
"4767","US","United States","UNITED STATES","USA",840,3,145760,2012,"Stanford Cognitive and Systems Neuroscience Child Psychiatry Department Stanford University","94304","palo alto",2013-03-01,2015-02-28,"Medical sciences",303,729,"Biology_Med"
"4768","US","United States","UNITED STATES","USA",840,3,145853,2012,"Center for Neural Science New York University","10003","new york",2013-04-01,2013-09-30,"Medical sciences",303,182,"Biology_Med"
"4769","US","United States","UNITED STATES","USA",840,3,146099,2012,"Department of Neurobiology Harvard Medical School","2115","boston",2013-09-01,2014-08-31,"Medical sciences",303,364,"Biology_Med"
"4770","US","United States","UNITED STATES","USA",840,3,146605,2012,"Department of Psychiatry University of California, San Diego","","la jolla, ca",2013-08-01,2014-07-31,"Medical sciences",303,364,"Biology_Med"
"4771","US","United States","UNITED STATES","USA",840,3,146612,2012,"Division of Endocrinology Department of Medicine Beth Israel Deaconess Medical Center","2115","boston",2013-01-01,2013-12-31,"Medical sciences",303,364,"Biology_Med"
"4772","US","United States","UNITED STATES","USA",840,3,147180,2012,"Sleep and Development Laboratory Department of Integrative Physiology University of Colorado at Boulder","80309-0554","boulder",2013-02-01,2013-07-31,"Medical sciences",303,180,"Biology_Med"
"4773","US","United States","UNITED STATES","USA",840,3,147260,2012,"VA Medical Center Dept. of Medicine and Radiology University of California","94121","san francisco",2013-06-01,2014-05-31,"Medical sciences",303,364,"Biology_Med"
"4774","US","United States","UNITED STATES","USA",840,3,147878,2013,"Neuroscience Institute Dept. of Psychology Princeton University","8544","princeton",2013-10-01,2015-03-31,"Medical sciences",303,546,"Biology_Med"
"4775","US","United States","UNITED STATES","USA",840,3,147886,2013,"Division of Endocrinology/Metabolism Diabetes Endocrinology Research Center University of Washington","98108","seattle",2013-08-01,2014-07-31,"Medical sciences",303,364,"Biology_Med"
"4776","US","United States","UNITED STATES","USA",840,3,148367,2013,"Division of Neurobiology Brain and Mind Research Institute Weill Medical College of Cornell University","10065","new york",2013-07-01,2015-06-30,"Medical sciences",303,729,"Biology_Med"
"4777","US","United States","UNITED STATES","USA",840,3,148376,2013,"Devid Geffen School of Medicine Department of Phyisiology UCLA","90095-1751","los angeles",2013-09-01,2014-08-31,"Medical sciences",303,364,"Biology_Med"
"4778","US","United States","UNITED STATES","USA",840,3,148385,2013,"Laboratory of Prof. Lawrence S. B. Goldstein Dept of cellular and molecular medicine UCSD School of Medicine","92037","la jolla, ca",2013-10-01,2015-09-30,"Medical sciences",303,729,"Biology_Med"
"4779","US","United States","UNITED STATES","USA",840,3,148388,2013,"Multimodal Human Brain Mapping North Shore University Hospital","11030","manhasset",2013-08-01,2015-01-31,"Medical sciences",303,548,"Biology_Med"
"4780","US","United States","UNITED STATES","USA",840,3,148406,2013,"Molecular and comparative Pathobiologie School of Medicine Johns Hopkins University","21205-2196","baltimore",2013-09-01,2015-02-28,"Medical sciences",303,545,"Biology_Med"
"4781","US","United States","UNITED STATES","USA",840,3,148429,2013,"Division of Molecular Cardiovascular Biology Children’s Hospital Medical Center Universtiy of Cincinnati","45229-3039","cincinnati",2013-11-01,2015-04-30,"Medical sciences",303,545,"Biology_Med"
"4782","US","United States","UNITED STATES","USA",840,3,148469,2013,"Department of Pediatrics University of California","94143-0978","san francisco",2013-12-01,2015-05-31,"Medical sciences",303,546,"Biology_Med"
"4783","US","United States","UNITED STATES","USA",840,3,148495,2013,"Vanderbilt Brain Institute","37232-2050","nashville",2013-07-01,2014-12-31,"Medical sciences",303,548,"Biology_Med"
"4784","US","United States","UNITED STATES","USA",840,3,148497,2013,"Department of Psychology University of California","94720","berkeley",2014-01-01,2015-06-30,"Medical sciences",303,545,"Biology_Med"
"4785","US","United States","UNITED STATES","USA",840,3,148603,2013,"Division of Engineering and Applied Sciences Department of Physics Harvard University","2138","cambridge",2014-09-01,2016-02-29,"Medical sciences",303,546,"Biology_Med"
"4786","US","United States","UNITED STATES","USA",840,3,148608,2013,"Center for Sleep and Consciousness Department of Psychiatry University of Wisconsin","53719","madison",2013-09-01,2014-12-31,"Medical sciences",303,486,"Biology_Med"
"4787","US","United States","UNITED STATES","USA",840,3,148738,2013,"College of Physicians and Surgeons Columbia University","10032","new york",2013-10-01,2015-03-31,"Medical sciences",303,546,"Biology_Med"
"4788","US","United States","UNITED STATES","USA",840,3,148881,2013,"Cornell University","14853-2701","ithaca",2013-09-01,2015-02-28,"Medical sciences",303,545,"Biology_Med"
"4789","US","United States","UNITED STATES","USA",840,3,151133,2013,"Tye Lab Picower Institue for Learning and Memory Massachusetts Institute of Technology","2139","cambridge",2014-02-01,2015-07-31,"Medical sciences",303,545,"Biology_Med"
"4790","US","United States","UNITED STATES","USA",840,3,151168,2013,"Center for Neural Circuits and Behavior University of California San Diego","92093","la jolla",2014-03-01,2015-08-31,"Medical sciences",303,548,"Biology_Med"
"4791","US","United States","UNITED STATES","USA",840,3,151705,2013,"Resp & Crit Care Physiology & Medicine Los Angeles Biomedical Research Institute at Harbor-UCLA Medical Center","90502","torrance",2014-06-01,2016-05-31,"Medical sciences",303,730,"Biology_Med"
"4792","US","United States","UNITED STATES","USA",840,3,151707,2013,"Division of hypothalamic research Medical Center University of Texas Southwestern","75390","dallas",2014-03-01,2015-02-28,"Medical sciences",303,364,"Biology_Med"
"4793","US","United States","UNITED STATES","USA",840,3,151727,2013,"Department of Molecular and Integrative Neurosciences The Scripps Research Institute","92037","la jolla",2014-03-01,2015-08-31,"Medical sciences",303,548,"Biology_Med"
"4794","US","United States","UNITED STATES","USA",840,3,151731,2013,"Howley Lab Dept. of Microbiology and Immunobiology Harvard Medical School","MA 02115","boston",2014-03-01,2015-08-31,"Medical sciences",303,548,"Biology_Med"
"4795","US","United States","UNITED STATES","USA",840,3,151742,2013,"WJ Steinbach laboratory Division of Infectious Diseases Duke University Medical Center","27710","durham, nc",2014-03-01,2015-02-28,"Medical sciences",303,364,"Biology_Med"
"4796","US","United States","UNITED STATES","USA",840,3,151771,2013,"Department of Hearing and Speech Sciences Vanderbilt University School of Medicine","37232","nashville",2014-04-01,2015-09-30,"Medical sciences",303,547,"Biology_Med"
"4797","US","United States","UNITED STATES","USA",840,3,151786,2013,"School of Medicine New York University","10016","new york",2014-08-01,2016-01-31,"Medical sciences",303,548,"Biology_Med"
"4798","US","United States","UNITED STATES","USA",840,3,151816,2013,"The Department of Neurobiology & Behavior SUNY at Stony Brook University","11794","stony brook",2014-04-01,2015-09-30,"Medical sciences",303,547,"Biology_Med"
"4799","US","United States","UNITED STATES","USA",840,3,151887,2013,"Department of Cell and Molecular Biology The Scripps Research Institute","CA 92037","la jolla",2014-06-01,2015-11-30,"Medical sciences",303,547,"Biology_Med"
"4800","US","United States","UNITED STATES","USA",840,3,151915,2013,"Department of Organismic and Evolutionary Biology Harvard University","2138","cambridge",2014-03-01,2015-08-31,"Medical sciences",303,548,"Biology_Med"
"4801","US","United States","UNITED STATES","USA",840,3,151968,2013,"Conte Center for Neuroscience of Mental Disorders New York State Psychiatric Inst.","10032","new york",2014-03-01,2015-02-28,"Medical sciences",303,364,"Biology_Med"
"4802","US","United States","UNITED STATES","USA",840,3,152065,2013,"Department of Pathology Beth Israel Deaconess Medical Center Harvard Medical School","02215-5491","boston",2014-02-01,2014-07-31,"Medical sciences",303,180,"Biology_Med"
"4803","US","United States","UNITED STATES","USA",840,3,152214,2013,"University of North Carolina School of Medicine","27599","chapel hill",2014-08-01,2016-01-31,"Medical sciences",303,548,"Biology_Med"
"4804","US","United States","UNITED STATES","USA",840,3,154641,2014,"A. Kreitzer Laboratory Neurological Diseases Gladstone Institutes","94158","san francisco",2014-08-01,2016-07-31,"Medical sciences",303,730,"Biology_Med"
"4805","US","United States","UNITED STATES","USA",840,3,155040,2014,"Boston Children's Hospital Harvard University","2115","boston",2015-05-01,2016-10-31,"Medical sciences",303,549,"Biology_Med"
"4806","US","United States","UNITED STATES","USA",840,3,155112,2014,"Department of Structural Biology Stanford University School of Medicine","94305","stanford",2014-11-01,2016-04-30,"Medical sciences",303,546,"Biology_Med"
"4807","US","United States","UNITED STATES","USA",840,3,155120,2014,"Center for Sleep and Consciousness Department of Psychiatry University of Wisconsin","53719","madison",2014-12-01,2016-05-31,"Medical sciences",303,547,"Biology_Med"
"4808","US","United States","UNITED STATES","USA",840,3,155172,2014,"University of California Dept. of Molecular and Cell Biology Immunology","94720","berkeley",2014-07-01,2015-12-31,"Medical sciences",303,548,"Biology_Med"
"4809","US","United States","UNITED STATES","USA",840,3,155201,2014,"M.D. Anderson Cancer Center The University of Texas","77030","houston",2015-01-01,2016-06-30,"Medical sciences",303,546,"Biology_Med"
"4810","US","United States","UNITED STATES","USA",840,3,155260,2014,"Department of Molecular and Cellular Biology Harvard University","2138","cambridge",2014-07-01,2015-12-31,"Medical sciences",303,548,"Biology_Med"
"4811","US","United States","UNITED STATES","USA",840,3,155278,2014,"Department of Bio Med Neuroscience Brown University","02912-1953","providence",2014-08-01,2016-01-31,"Medical sciences",303,548,"Biology_Med"
"4812","US","United States","UNITED STATES","USA",840,3,155287,2014,"Division of Infectious Diseases Department of Medicine Brigham and Women's Hospital","2115","boston",2014-09-01,2015-08-31,"Medical sciences",303,364,"Biology_Med"
"4813","US","United States","UNITED STATES","USA",840,3,155315,2014,"The Forsyth Institute Department of Microbiology Lemon Lab","2142","cambridge",2014-11-01,2015-10-31,"Medical sciences",303,364,"Biology_Med"
"4814","US","United States","UNITED STATES","USA",840,3,155341,2014,"Department of Psychiatry University of California","92161","san diego",2014-08-01,2015-07-31,"Medical sciences",303,364,"Biology_Med"
"4815","US","United States","UNITED STATES","USA",840,3,155345,2014,"Laboratory of Functional MRI Technology Ahmanson-Lovelace Brain Mapping Center UCLA","CA 90095","los angeles",2015-02-01,2016-01-31,"Medical sciences",303,364,"Biology_Med"
"4816","US","United States","UNITED STATES","USA",840,3,155534,2014,"The Salk Institute","92037","la jolla",2014-08-01,2016-01-31,"Medical sciences",303,548,"Biology_Med"
"4817","US","United States","UNITED STATES","USA",840,3,155546,2014,"Department of Chemistry University of California, Berkeley","94720-1460","berkeley",2014-10-01,2016-03-31,"Medical sciences",303,547,"Biology_Med"
"4818","US","United States","UNITED STATES","USA",840,3,155553,2014,"St.Joseph's Hospital & Med. Center","AZ-85013-4496","phoenix",2014-09-01,2016-02-29,"Medical sciences",303,546,"Biology_Med"
"4819","US","United States","UNITED STATES","USA",840,3,155563,2014,"Brain and Spinal Injury Center (BASIC) Department of Neurological Surgery University of California","94119","san francisco",2014-07-01,2015-12-31,"Medical sciences",303,548,"Biology_Med"
"4820","US","United States","UNITED STATES","USA",840,3,155618,2014,"Department of Chemistry University of Massachusetts","1003","amherst",2014-08-01,2016-01-31,"Medical sciences",303,548,"Biology_Med"
